,顾客,客户价值分类
4437,C6227,新客户
4445,C6257,新客户
4454,C6290,新客户
4455,C6296,新客户
4457,C63,新客户
4460,C6311,新客户
4466,C6326,新客户
4473,C6362,新客户
4478,C638,新客户
4491,C6425,新客户
4495,C6452,新客户
4500,C6489,新客户
4501,C6492,新客户
4509,C6508,新客户
4511,C6521,新客户
4521,C6567,新客户
4528,C6591,新客户
4534,C6653,新客户
4537,C6668,新客户
4542,C6693,新客户
4545,C670,新客户
4549,C6720,新客户
4553,C6748,新客户
4559,C6769,新客户
4560,C6770,新客户
4573,C6854,新客户
4577,C6870,新客户
4580,C6877,新客户
4583,C6890,新客户
4587,C6903,新客户
4591,C6919,新客户
4594,C6940,新客户
4600,C6968,新客户
4605,C6982,新客户
4619,C7057,新客户
4620,C7059,新客户
4621,C7061,新客户
4627,C7093,新客户
4635,C7120,新客户
4646,C7172,新客户
4649,C718,新客户
4652,C7194,新客户
4663,C7241,新客户
4671,C7280,新客户
4673,C7284,新客户
4681,C7300,新客户
4682,C7307,新客户
4686,C7321,新客户
4689,C7327,新客户
4691,C7337,新客户
4694,C7347,新客户
4696,C735,新客户
4697,C7352,新客户
4698,C7355,新客户
4699,C7358,新客户
4703,C737,新客户
4706,C7382,新客户
4708,C7385,新客户
4712,C7404,新客户
4713,C7411,新客户
4716,C7441,新客户
4718,C7450,新客户
4721,C7455,新客户
4723,C7458,新客户
4725,C7463,新客户
4727,C7470,新客户
4733,C7498,新客户
4734,C7499,新客户
4748,C7555,新客户
4750,C7559,新客户
4771,C7644,新客户
4772,C7645,新客户
4774,C7656,新客户
4777,C7672,新客户
4778,C7673,新客户
4780,C7682,新客户
4784,C7711,新客户
4797,C7752,新客户
4799,C776,新客户
4800,C7770,新客户
4805,C7795,新客户
4814,C7824,新客户
4819,C7834,新客户
4825,C7852,新客户
4828,C7865,新客户
4830,C7869,新客户
4833,C7892,新客户
4837,C7908,新客户
4839,C7927,新客户
4843,C7944,新客户
4845,C7953,新客户
4851,C7968,新客户
4855,C7980,新客户
4873,C8029,新客户
4879,C8041,新客户
4881,C805,新客户
4882,C8051,新客户
4888,C8063,新客户
4894,C8092,新客户
4895,C8101,新客户
4897,C8110,新客户
4908,C8150,新客户
4913,C8171,新客户
4918,C8189,新客户
4926,C8219,新客户
4928,C8224,新客户
4930,C8237,新客户
4935,C8244,新客户
4942,C8274,新客户
4948,C8304,新客户
4951,C8310,新客户
4956,C8330,新客户
4958,C8347,新客户
4966,C8391,新客户
4972,C8414,新客户
4973,C8420,新客户
4976,C8438,新客户
4980,C8453,新客户
4986,C8463,新客户
4989,C8475,新客户
4993,C849,新客户
5004,C8540,新客户
5005,C8546,新客户
5009,C8563,新客户
5010,C8565,新客户
5011,C8568,新客户
5019,C8596,新客户
5023,C8605,新客户
5024,C8606,新客户
5034,C8643,新客户
5043,C8676,新客户
5051,C8709,新客户
5052,C871,新客户
5056,C8735,新客户
5061,C8744,新客户
5064,C8763,新客户
5069,C8796,新客户
5073,C8812,新客户
5076,C8828,新客户
5077,C8829,新客户
5082,C8848,新客户
5089,C8878,新客户
5095,C891,新客户
5097,C8912,新客户
5099,C892,新客户
5103,C8936,新客户
5110,C896,新客户
5112,C8970,新客户
5121,C9,新客户
5126,C9009,新客户
5128,C9013,新客户
5129,C9018,新客户
5132,C9047,新客户
5142,C9114,新客户
5146,C9143,新客户
5147,C9145,新客户
5150,C9154,新客户
5152,C9159,新客户
5163,C9206,新客户
5166,C9210,新客户
5167,C9214,新客户
5171,C9225,新客户
5174,C9235,新客户
5176,C9238,新客户
5177,C9240,新客户
5178,C9242,新客户
5180,C9254,新客户
5181,C9257,新客户
5186,C9271,新客户
5187,C9274,新客户
5190,C9289,新客户
5193,C931,新客户
5200,C9341,新客户
5202,C9350,新客户
5204,C9359,新客户
5209,C9380,新客户
5222,C9429,新客户
5234,C9468,新客户
5238,C9481,新客户
5246,C9524,新客户
5252,C9563,新客户
5256,C9581,新客户
5257,C9585,新客户
5261,C9603,新客户
5264,C9615,新客户
5265,C962,新客户
5271,C9645,新客户
5273,C9647,新客户
5276,C9658,新客户
5293,C9718,新客户
5298,C9741,新客户
5305,C9756,新客户
5306,C9758,新客户
5320,C9804,新客户
5335,C9855,新客户
5337,C9861,新客户
5344,C9877,新客户
5348,C9902,新客户
5354,C9919,新客户
5361,C9946,新客户
5362,C9950,新客户
5367,C9971,新客户
5372,C999,新客户
