,顾客,客户价值分类
2254,C18812,重要挽留客户
2260,C1883,重要挽留客户
2263,C18866,重要挽留客户
2277,C18921,重要挽留客户
2282,C18943,重要挽留客户
2286,C18949,重要挽留客户
2297,C18990,重要挽留客户
2311,C19044,重要挽留客户
2320,C19081,重要挽留客户
2324,C19096,重要挽留客户
2337,C19140,重要挽留客户
2342,C19159,重要挽留客户
2345,C19165,重要挽留客户
2352,C19193,重要挽留客户
2353,C19199,重要挽留客户
2362,C19221,重要挽留客户
2363,C19225,重要挽留客户
2368,C19251,重要挽留客户
2379,C19298,重要挽留客户
2398,C19374,重要挽留客户
2412,C19419,重要挽留客户
2414,C19424,重要挽留客户
2417,C19441,重要挽留客户
2424,C19479,重要挽留客户
2425,C19485,重要挽留客户
2431,C19506,重要挽留客户
2433,C19511,重要挽留客户
2434,C19514,重要挽留客户
2437,C19542,重要挽留客户
2450,C19608,重要挽留客户
2452,C19621,重要挽留客户
2455,C19638,重要挽留客户
2469,C19701,重要挽留客户
2470,C19708,重要挽留客户
2473,C19716,重要挽留客户
2486,C1977,重要挽留客户
2491,C19780,重要挽留客户
2506,C19828,重要挽留客户
2508,C19834,重要挽留客户
2509,C19838,重要挽留客户
2515,C19871,重要挽留客户
2516,C19874,重要挽留客户
2521,C19896,重要挽留客户
2524,C19906,重要挽留客户
2528,C19921,重要挽留客户
2534,C19955,重要挽留客户
2552,C2003,重要挽留客户
2555,C20036,重要挽留客户
2576,C20148,重要挽留客户
2583,C20170,重要挽留客户
2587,C20184,重要挽留客户
2591,C20208,重要挽留客户
2594,C20221,重要挽留客户
2596,C20241,重要挽留客户
2606,C20303,重要挽留客户
2622,C20362,重要挽留客户
2633,C20410,重要挽留客户
2649,C20485,重要挽留客户
2654,C20504,重要挽留客户
2663,C20530,重要挽留客户
2669,C20557,重要挽留客户
2677,C20593,重要挽留客户
2679,C20596,重要挽留客户
2682,C2061,重要挽留客户
2687,C20635,重要挽留客户
2688,C20644,重要挽留客户
2689,C20646,重要挽留客户
2698,C20684,重要挽留客户
2730,C20784,重要挽留客户
2733,C20793,重要挽留客户
2735,C208,重要挽留客户
2740,C20824,重要挽留客户
2743,C20834,重要挽留客户
2744,C20835,重要挽留客户
2749,C20867,重要挽留客户
2754,C20898,重要挽留客户
2759,C20920,重要挽留客户
2762,C20926,重要挽留客户
2764,C20931,重要挽留客户
2789,C20997,重要挽留客户
2792,C2101,重要挽留客户
2814,C21092,重要挽留客户
2816,C21106,重要挽留客户
2821,C21126,重要挽留客户
2825,C21143,重要挽留客户
2848,C21230,重要挽留客户
2868,C21304,重要挽留客户
2870,C21317,重要挽留客户
2895,C21433,重要挽留客户
2903,C21458,重要挽留客户
2906,C21466,重要挽留客户
2908,C2147,重要挽留客户
2920,C21529,重要挽留客户
2924,C21536,重要挽留客户
2933,C21583,重要挽留客户
2937,C21592,重要挽留客户
2939,C21600,重要挽留客户
2940,C21603,重要挽留客户
2955,C21660,重要挽留客户
2964,C21685,重要挽留客户
2986,C21761,重要挽留客户
2988,C21765,重要挽留客户
2992,C21781,重要挽留客户
2999,C21817,重要挽留客户
3028,C21905,重要挽留客户
3029,C21907,重要挽留客户
3035,C21927,重要挽留客户
3040,C21954,重要挽留客户
3041,C21956,重要挽留客户
3046,C21990,重要挽留客户
3048,C22009,重要挽留客户
3053,C22028,重要挽留客户
3054,C22035,重要挽留客户
3062,C22079,重要挽留客户
3064,C22096,重要挽留客户
3065,C2210,重要挽留客户
3067,C22112,重要挽留客户
3069,C2212,重要挽留客户
3073,C22144,重要挽留客户
3079,C22181,重要挽留客户
3089,C22228,重要挽留客户
3092,C22230,重要挽留客户
3103,C22269,重要挽留客户
3105,C22274,重要挽留客户
3108,C22283,重要挽留客户
3109,C22287,重要挽留客户
3132,C22376,重要挽留客户
3171,C22506,重要挽留客户
3173,C22513,重要挽留客户
3178,C22541,重要挽留客户
3184,C22563,重要挽留客户
3185,C22568,重要挽留客户
3195,C22607,重要挽留客户
3208,C22652,重要挽留客户
3220,C22685,重要挽留客户
3224,C22709,重要挽留客户
3229,C22717,重要挽留客户
3231,C22724,重要挽留客户
3234,C22737,重要挽留客户
3260,C22819,重要挽留客户
3281,C22889,重要挽留客户
3287,C22917,重要挽留客户
3290,C22930,重要挽留客户
3293,C22939,重要挽留客户
3299,C22951,重要挽留客户
3302,C22964,重要挽留客户
3303,C22965,重要挽留客户
3314,C23035,重要挽留客户
3318,C23042,重要挽留客户
3319,C23043,重要挽留客户
3324,C23063,重要挽留客户
3336,C23096,重要挽留客户
3342,C23114,重要挽留客户
3357,C23177,重要挽留客户
3359,C23185,重要挽留客户
3369,C23227,重要挽留客户
3372,C23236,重要挽留客户
3376,C23257,重要挽留客户
3377,C23258,重要挽留客户
3391,C23308,重要挽留客户
3401,C23356,重要挽留客户
3403,C23361,重要挽留客户
3411,C23385,重要挽留客户
3414,C23399,重要挽留客户
3417,C23417,重要挽留客户
3420,C23434,重要挽留客户
3421,C23436,重要挽留客户
3422,C23439,重要挽留客户
3431,C23476,重要挽留客户
3448,C23529,重要挽留客户
3470,C2393,重要挽留客户
3479,C2430,重要挽留客户
3495,C2489,重要挽留客户
3510,C2547,重要挽留客户
3515,C2561,重要挽留客户
3528,C2604,重要挽留客户
3529,C2612,重要挽留客户
3539,C2644,重要挽留客户
3542,C2660,重要挽留客户
3543,C2661,重要挽留客户
3551,C2729,重要挽留客户
3566,C2784,重要挽留客户
3569,C2811,重要挽留客户
3572,C2830,重要挽留客户
3582,C2870,重要挽留客户
3583,C2873,重要挽留客户
3596,C293,重要挽留客户
3600,C295,重要挽留客户
3603,C2955,重要挽留客户
3606,C2965,重要挽留客户
3622,C3015,重要挽留客户
3623,C3018,重要挽留客户
3633,C3053,重要挽留客户
3634,C3062,重要挽留客户
3635,C3064,重要挽留客户
3639,C3084,重要挽留客户
3641,C3090,重要挽留客户
3643,C3092,重要挽留客户
3655,C3157,重要挽留客户
3656,C3163,重要挽留客户
3658,C317,重要挽留客户
3663,C3191,重要挽留客户
3667,C3198,重要挽留客户
3677,C3238,重要挽留客户
3681,C3256,重要挽留客户
3694,C3313,重要挽留客户
3698,C3328,重要挽留客户
3703,C3339,重要挽留客户
3719,C3409,重要挽留客户
3724,C3419,重要挽留客户
3725,C3421,重要挽留客户
3734,C3453,重要挽留客户
3745,C3481,重要挽留客户
3758,C3550,重要挽留客户
3765,C3589,重要挽留客户
3775,C3635,重要挽留客户
3777,C3639,重要挽留客户
3780,C365,重要挽留客户
3788,C3678,重要挽留客户
3789,C3681,重要挽留客户
3800,C3717,重要挽留客户
3812,C3774,重要挽留客户
3813,C3780,重要挽留客户
3818,C3790,重要挽留客户
3825,C3812,重要挽留客户
3835,C3863,重要挽留客户
3836,C3867,重要挽留客户
3845,C3888,重要挽留客户
3848,C3899,重要挽留客户
3849,C39,重要挽留客户
3855,C3927,重要挽留客户
3856,C3929,重要挽留客户
3858,C3948,重要挽留客户
3859,C3951,重要挽留客户
3874,C40,重要挽留客户
3876,C4002,重要挽留客户
3880,C4018,重要挽留客户
3884,C4033,重要挽留客户
3898,C4078,重要挽留客户
3902,C4090,重要挽留客户
3904,C4092,重要挽留客户
3907,C411,重要挽留客户
3914,C4131,重要挽留客户
3918,C4153,重要挽留客户
3921,C4159,重要挽留客户
3943,C4240,重要挽留客户
3944,C4247,重要挽留客户
3945,C4256,重要挽留客户
3946,C4259,重要挽留客户
3959,C4294,重要挽留客户
3972,C4331,重要挽留客户
3981,C4383,重要挽留客户
3986,C4406,重要挽留客户
3999,C445,重要挽留客户
4013,C4503,重要挽留客户
4034,C4635,重要挽留客户
4042,C4665,重要挽留客户
4051,C4686,重要挽留客户
4056,C4711,重要挽留客户
4062,C4741,重要挽留客户
4079,C4826,重要挽留客户
4082,C4830,重要挽留客户
4097,C4885,重要挽留客户
4099,C4894,重要挽留客户
4100,C4897,重要挽留客户
4117,C4953,重要挽留客户
4136,C5020,重要挽留客户
4143,C5055,重要挽留客户
4154,C5092,重要挽留客户
4157,C5099,重要挽留客户
4158,C5104,重要挽留客户
4162,C5114,重要挽留客户
4171,C5137,重要挽留客户
4172,C5145,重要挽留客户
4176,C5159,重要挽留客户
4207,C5270,重要挽留客户
4209,C5279,重要挽留客户
4218,C5307,重要挽留客户
4226,C5361,重要挽留客户
4234,C5398,重要挽留客户
4237,C5404,重要挽留客户
4252,C5466,重要挽留客户
4268,C5544,重要挽留客户
4296,C5669,重要挽留客户
4302,C5682,重要挽留客户
4307,C570,重要挽留客户
4320,C5747,重要挽留客户
4321,C5748,重要挽留客户
4324,C5756,重要挽留客户
4328,C5794,重要挽留客户
4333,C583,重要挽留客户
4346,C5881,重要挽留客户
4355,C5910,重要挽留客户
4361,C5939,重要挽留客户
4368,C5978,重要挽留客户
4373,C5999,重要挽留客户
4377,C6025,重要挽留客户
4381,C6040,重要挽留客户
4389,C6060,重要挽留客户
4393,C6072,重要挽留客户
4401,C6098,重要挽留客户
4421,C6161,重要挽留客户
4423,C6170,重要挽留客户
4440,C6242,重要挽留客户
4447,C6261,重要挽留客户
4469,C6348,重要挽留客户
4476,C6377,重要挽留客户
4479,C6389,重要挽留客户
4483,C6404,重要挽留客户
4486,C6412,重要挽留客户
4499,C6487,重要挽留客户
4505,C6499,重要挽留客户
4514,C6541,重要挽留客户
4518,C656,重要挽留客户
4535,C6659,重要挽留客户
4551,C6736,重要挽留客户
4552,C6746,重要挽留客户
4568,C6813,重要挽留客户
4590,C6918,重要挽留客户
4593,C6933,重要挽留客户
4595,C6947,重要挽留客户
4609,C7,重要挽留客户
4610,C7001,重要挽留客户
4615,C7033,重要挽留客户
4622,C7063,重要挽留客户
4633,C7119,重要挽留客户
4638,C7138,重要挽留客户
4648,C7177,重要挽留客户
4665,C7250,重要挽留客户
4674,C7289,重要挽留客户
4680,C730,重要挽留客户
4695,C7349,重要挽留客户
4702,C7366,重要挽留客户
4739,C7515,重要挽留客户
4740,C7516,重要挽留客户
4742,C7535,重要挽留客户
4746,C7544,重要挽留客户
4755,C7571,重要挽留客户
4758,C7590,重要挽留客户
4759,C7591,重要挽留客户
4765,C7600,重要挽留客户
4766,C7603,重要挽留客户
4768,C7615,重要挽留客户
4769,C7621,重要挽留客户
4782,C7688,重要挽留客户
4807,C78,重要挽留客户
4813,C7817,重要挽留客户
4817,C7828,重要挽留客户
4821,C7840,重要挽留客户
4826,C7854,重要挽留客户
4842,C7938,重要挽留客户
4846,C7955,重要挽留客户
4849,C7966,重要挽留客户
4858,C799,重要挽留客户
4880,C8049,重要挽留客户
4886,C8057,重要挽留客户
4887,C806,重要挽留客户
4890,C8078,重要挽留客户
4911,C8160,重要挽留客户
4916,C8183,重要挽留客户
4920,C82,重要挽留客户
4927,C8223,重要挽留客户
4929,C8230,重要挽留客户
4950,C8308,重要挽留客户
4952,C8316,重要挽留客户
4959,C8348,重要挽留客户
4961,C8353,重要挽留客户
4962,C8358,重要挽留客户
4967,C8393,重要挽留客户
4970,C8405,重要挽留客户
4981,C8454,重要挽留客户
4983,C8459,重要挽留客户
4984,C846,重要挽留客户
4987,C8464,重要挽留客户
4994,C8494,重要挽留客户
4996,C8501,重要挽留客户
5015,C8587,重要挽留客户
5032,C8634,重要挽留客户
5040,C8669,重要挽留客户
5047,C8697,重要挽留客户
5059,C8739,重要挽留客户
5063,C8750,重要挽留客户
5065,C8764,重要挽留客户
5072,C881,重要挽留客户
5083,C8852,重要挽留客户
5085,C8863,重要挽留客户
5102,C8932,重要挽留客户
5109,C8957,重要挽留客户
5114,C8976,重要挽留客户
5122,C9000,重要挽留客户
5125,C9005,重要挽留客户
5131,C9046,重要挽留客户
5135,C9075,重要挽留客户
5141,C9113,重要挽留客户
5145,C9132,重要挽留客户
5149,C9149,重要挽留客户
5158,C9180,重要挽留客户
5170,C9223,重要挽留客户
5179,C9243,重要挽留客户
5184,C9265,重要挽留客户
5189,C9281,重要挽留客户
5192,C9307,重要挽留客户
5197,C9320,重要挽留客户
5213,C9391,重要挽留客户
5216,C9410,重要挽留客户
5220,C9424,重要挽留客户
5221,C9425,重要挽留客户
5228,C9450,重要挽留客户
5243,C9505,重要挽留客户
5245,C951,重要挽留客户
5249,C9542,重要挽留客户
5255,C9568,重要挽留客户
5262,C9609,重要挽留客户
5287,C97,重要挽留客户
5288,C9702,重要挽留客户
5289,C9705,重要挽留客户
5294,C9719,重要挽留客户
5307,C9759,重要挽留客户
5317,C9799,重要挽留客户
5319,C9802,重要挽留客户
5330,C9837,重要挽留客户
5331,C9841,重要挽留客户
5341,C9870,重要挽留客户
5356,C9925,重要挽留客户
5360,C9945,重要挽留客户
5364,C9954,重要挽留客户
5369,C9977,重要挽留客户
